Title, Link_URL, State
Arlington Heights Reflejos,https://reflejos.com/,illinois
Astoria Astoria South Fulton Argus,http://www.kkspc.com/argus/,illinois
Aurora Beacon-News,https://www.chicagotribune.com/suburbs/aurora-beacon-news/,illinois
Aurora Voice,https://thevoice.us/,illinois
Beardstown Cass County Star Gazette,https://www.beardstownnewspapers.com/,illinois
Belleville MessengerCatholic newspaper for the Diocese of Belleville.,https://bellevillemessenger.org/,illinois
Carthage Hancock County Journal-Pilot,https://www.mississippivalleypublishing.com/journalpilot/,illinois
Downers Grove My Suburban Life,https://www.shawlocal.com/my-suburban-life/,illinois
"Galesburg Galesburg Register MailNews site based in Galesburg, Illinois.",https://www.galesburg.com/,illinois
Hoffman Estates Danish PioneerDanish community newspaper.,http://www.thedanishpioneer.com/,illinois
Des Plaines Journal & Topics,https://www.journal-topics.com/,illinois
Metropolis Metropolis Planet,https://www.metropolisplanet.com/,illinois
Mendota Mendota Reporter,https://mendotareporter.com/,illinois
Oak Park oakpark.com (Wednesday Journal),https://www.oakpark.com/,illinois
Princeton Bureau County Republican,https://www.shawlocal.com/bureau-county-republican/,illinois
Rochelle Rochelle News-Leader,https://rochellenews-leader.com/,illinois
Springfield State Journal-Register,https://www.sj-r.com/,illinois
Sullivan News Progress,https://newsprogress.com/,illinois
Staunton Star-Times,https://www.stauntonstartimes.com/,illinois
Egyptian (SIUC),https://dailyegyptian.com/,illinois
Northwestern (Northwestern University),https://dailynorthwestern.com/,illinois
Illinois Press Association,https://www.illinoispress.org/,illinois
Anderson Herald Bulletin (Madison County),https://www.heraldbulletin.com/,indiana
Bedford Times-Mail (Lawrence County),https://www.tmnews.com/,indiana
"Bloomington Herald-TimesDaily newspaper published in Bloomington, Indiana.",https://www.heraldtimesonline.com/,indiana
Bluffton News Banner (Wells County),https://news-banner.com/,indiana
"Chesterton Chesterton TribuneServing Chesterton, Porter, Burns Harbor in Porter County, Indiana.",https://www.chestertontribune.com/,indiana
Columbus The Republic,https://www.therepublic.com/,indiana
Crawfordsville Journal Review,https://www.journalreview.com/,indiana
Decatur Decatur Democrat (Adams County),https://www.decaturdailydemocrat.com/,indiana
"Elkhart Elkhart TtruthElkhart County's daily newspaper. Featuring latest news, current community events, local high school and college sports, and more.",https://www.elkharttruth.com/,indiana
Evansville Courier & PressEvansville based daily broadsheet newspaper owned by E. W. Scripps Company.,https://www.courierpress.com/,indiana
Fort Wayne News-SentinelDaily newspaper based in Fort Wayne.,https://www.news-sentinel.com/,indiana
Goshen Goshen News,https://www.goshennews.com/,indiana
"Greencastle Banner-GraphicNewspaper serving Greencastle and Putnam County, Indiana.",https://www.bannergraphic.com/,indiana
"Greensburg Daily NewsAfternoon newspaper published in Greensburg, Indiana.",https://www.greensburgdailynews.com/,indiana
Kendallville News-Sun,https://www.inwhitleycounty.com/churubusconews/,indiana
Lafayette Journal & Courier,https://www.jconline.com/,indiana
Linton Greene County Daily World,https://www.gcdailyworld.com/,indiana
"Munster Times of Northwest IndianaLeading daily newspaper published in Munster, Indiana.",https://www.nwitimes.com/,indiana
LaPorte News-Dispatch,https://www.lpheralddispatch.com/,indiana
Logansport Pharos-Tribune,https://www.pharostribune.com/,indiana
Marion Chronicle-Tribune,https://www.chronicle-tribune.com/,indiana
Martinsville Reporter Times,https://www.reporter-times.com/,indiana
Muncie Star Press,https://www.thestarpress.com/,indiana
New Castle Courier-Times,https://www.thecouriertimes.com/,indiana
Plymouth Pilot News,https://www.thepilotnews.com/,indiana
Richmond Palladium-Item,https://www.pal-item.com/,indiana
Rochester Rochester Sentinel,https://www.rochsent.com/,indiana
Shelbyville Shelbyville News,https://www.shelbynews.com/,indiana
South Bend South Bend Tribune,https://www.southbendtribune.com/,indiana
Terre Haute Tribune-Star,https://www.tribstar.com/,indiana
Vincennes Sun Commercial,https://www.suncommercial.com/,indiana
Warsaw Times-Union,https://timesuniononline.com/,indiana
Washington Times-Herald,https://www.washtimesherald.com/,indiana
Anderson Herald Bulletin,https://www.heraldbulletin.com/,indiana
Beech Grove Southside Times,https://myiconmedia.com/,indiana
Berne Berne Witness,https://bernewitness.com/,indiana
Boonville Standard,https://www.warricknews.com/,indiana
Churubusco Churubusco News,https://www.inwhitleycounty.com/churubusconews/,indiana
Cloverdale Hoosier Topics,https://hoosiertopics-in.newsmemory.com/,indiana
Columbia City Post & Mail,https://www.thepostandmail.com/,indiana
Corydon Corydon DemocratWeekly newspaper serving Harrison County published every Wednesday since 1856.,https://www.madisoncourier.com/corydon_democrat/,indiana
Crown Point Crown Point Star,http://www.crownpoint.net/star_newspaper.htm,indiana
Fort Wayne Journal-GazetteOne of the most widely circulated daily regional newspapers in Indiana. The newspaper was founded in 1863 and headquarters in Fort Wayne.,https://www.journalgazette.net/,indiana
Goshen El Puente (in Spanish),https://www.webelpuente.com/,indiana
Kokomo Kokomo Tribune,https://www.kokomotribune.com/,indiana
Lebanon Lebanon Reporter,https://www.reporter.net/,indiana
Watseka Herald Journal,https://www.newsbug.info/monticello_herald_journal/,indiana
Ball State Daily News (Ball State University),https://www.ballstatedaily.com/,indiana
DePauw (DePauw University),https://thedepauw.com/,indiana
Indiana Digital Student (Indiana University Bloomington),https://www.idsnews.com/,indiana
Purdue Exponent (Purdue University),https://www.purdueexponent.org/,indiana
Hoosier State Press Association,https://www.hspa.com/,indiana
Ames Ames Tribune (Story County),https://www.amestrib.com/,iowa
Atlantic News-Telegraph (Cass County),https://www.swiowanewssource.com/atlantic/,iowa
Boone Boone News-Republican (Boone County),https://www.amestrib.com/news/county-news/,iowa
"Burlington Hawk Eye (Des Moines CountyDaily newspaper based in Burlington, Iowa. The newspaper was founded in 1837. Hawk Eye is one of the oldest newspapers in Iowa.",https://www.mississippivalleypublishing.com/the_hawk_eye/,iowa
Carroll Times Herald (Carroll County),https://carrollspaper.com/,iowa
Cedar Rapids Gazette (Linn County,https://www.thegazette.com/,iowa
Centerville Ottumwa Courier (Appanoose County),https://www.ottumwacourier.com/centerville/,iowa
Charles City Charles City Press (Floyd County),https://www.charlescitypress.com/,iowa
Cherokee Chronicle Times (Cherokee County),https://www.chronicletimes.com/,iowa
"Clinton Herald (Clinton CountyThe newspaper serving Clinton and Jackson Counties in Iowa, and Carroll and Whiteside counties in Illinois.",https://www.clintonherald.com/,iowa
Council Bluffs Nonpareil (Pottawattamie County),https://nonpareilonline.com/,iowa
Creston News Advertiser (Union County),https://www.crestonnews.com/,iowa
Davenport Quad-City Times (Scott County),https://qctimes.com/,iowa
"Des Moines Register (Polk CountyOne of the largest daily newspapers in Iowa. The newspaper published by Gannett Company and circulates all over IA State. The newspaper covers business, real estate, jobs, restaurants, classified, events, Iowa state fair and more.",https://www.desmoinesregister.com/,iowa
"Dubuque Telegraph Herald (Dubuque CountyDaily newspaper published in Dubuque, Iowa.",https://www.telegraphherald.com/,iowa
"Fort Dodge Messenger (Webster CountyFort Dodge based daily newspaper serving Buena Vista, Calhoun, Green, Humboldt, Hamilton, Kossuth, Pocahontas, Palo Alto, Sac, Webster, and Wright counties.",https://www.messengernews.net/,iowa
Fort Madison Democrat (Lee County),https://www.mississippivalleypublishing.com/daily_democrat/,iowa
"Iowa City Press-Citizen (Johnson CountyDaily broadsheet newspaper published in Iowa City, Iowa. The newspaper serving Johnson County.",https://www.press-citizen.com/,iowa
Keokuk Gate City (Lee County),https://www.mississippivalleypublishing.com/daily_gate/,iowa
Marshalltown Times Republican (Marshall County),https://www.timesrepublican.com/,iowa
"Mason City Globe-Gazette (Cerro Gordo CountyDaily broadsheet newspaper published Mason City, Iowa. The media group publishes over 50 daily newspapers in United States.",https://globegazette.com/,iowa
Muscatine Muscatine Journal (Muscatine County),https://muscatinejournal.com/,iowa
Newton Newton Daily News (Jasper County),https://www.newtondailynews.com/,iowa
Oelwein Register (Fayette County),https://www.communitynewspapergroup.com/oelwein_daily_register/,iowa
Oskaloosa Oskaloosa Herald (Mahaska County),https://www.oskaloosa.com/,iowa
Ottumwa Ottumwa Courier (Wapello County),https://www.ottumwacourier.com/,iowa
Sioux City Sioux City Journal (Woodbury County),https://siouxcityjournal.com/,iowa
Spencer Spencer Daily Reporter,https://www.spencerdailyreporter.com/,iowa
Waterloo Waterloo/Cedar Falls Courier (Black Hawk County),https://wcfcourier.com/,iowa
Webster City Daily Freeman-Journal (Hamilton County),https://www.freemanjournal.net/,iowa
Ackley World Journal (Hardin County),https://www.timescitizen.com/,iowa
Adel Dallas County News,https://www.desmoinesregister.com/communities/dallas-county-news/,iowa
Albia Albia Newspapers (Monroe County),https://www.albianews.com/,iowa
Algona Upper Des Moines (Kossuth County),https://www.algona.com/,iowa
Allison Butler County Tribune-Journal,https://butlercountytribune.com/,iowa
Anamosa Journal-Eureka (Jones County),http://journal-eureka.com/,iowa
Belmond Belmond Independent,https://www.belmondnews.com/,iowa
Cedar Rapids Communique,https://www.eaglevoice.com/,iowa
Clear Lake Clear Lake Mirror Reporter,https://clreporter.com/,iowa
Cresco Cresco Times Plain Dealer,http://www.crescotimes.com/,iowa
Davenport Catholic Messenger,https://catholicmessenger.net/,iowa
Davenport River Cities Reader,https://www.rcreader.com/,iowa
Decorah Chips,https://www.lutherchips.com/,iowa
Eldridge North Scott Press,https://www.northscottpress.com/,iowa
Ames Iowa State Daily (Iowa State University),https://iowastatedaily.com/,iowa
Iowa City Iowan (University of Iowa),https://dailyiowan.com/,iowa
Iowa Newspaper Association,https://inanews.com/,iowa
Abilene Reflector-Chronicle (Dickinson County),https://www.abilene-rc.com/,kansas
Augusta Butler County Times Gazette,https://www.butlercountytimesgazette.com/,kansas
Chanute Chanute Tribune (Neosho County),https://www.chanute.com/,kansas
Dodge City Daily Globe (Ford County),https://www.dodgeglobe.com/,kansas
Emporia Emporia Gazette (Lyon County),https://www.emporiagazette.com/,kansas
Garden City Telegram (Finney County),https://www.gctelegram.com/,kansas
Great Bend Tribune (Barton County),https://www.gbtribune.com/,kansas
Hays Hays Daily News,https://www.hdnews.net/,kansas
Hutchinson News (Reno County,https://www.hutchnews.com/,kansas
Iola Iola Register (Allen County),https://www.iolaregister.com/,kansas
Junction City Union News (Geary County),https://www.junctioncityunion.com/,kansas
Lawrence Journal-World (Lawrence County),https://www.ljworld.com/,kansas
"Leavenworth Leavenworth Times (Leavenworth County)Founded in 1856 Leavenworth Times is the oldest daily newspapers published in Leavenworth, Kansas. The newspaper covering local news, business, jobs, sports, travel, weather, real estate, shopping, health, entertainment, and more.",https://www.leavenworthtimes.com/,kansas
Manhattan Mercury (Riley County),https://themercury.com/,kansas
McPherson McPherson Sentinel,https://www.mcphersonsentinel.com/,kansas
Newton Kansan (Harvey County),https://www.thekansan.com/,kansas
Ottawa Ottawa Herald (Franklin County),https://www.ottawaherald.com/,kansas
Parsons Parsons Sun (Labette County),https://www.parsonssun.com/,kansas
Pittsburg Morning Sun (Crawford County)Daily newspaper published in Pittsburg.,https://www.morningsun.net/,kansas
Pratt Pratt Tribune (Pratt County),https://www.pratttribune.com/,kansas
Salina Salina Journal (Saline County),https://www.salina.com/,kansas
Topeka Topeka Capital-Journal (Shawnee County)Daily newspaper published in Topeka.,https://www.cjonline.com/,kansas
Wellington Wellington News (Sumner County),https://www.wellingtondailynews.com/,kansas
Winfield CourierTraveler (Cowley County),https://www.ctnewsonline.com/,kansas
Anthony Anthony Republican,https://www.anthonyrepublicannews.com/,kansas
Atchison Atchison Globe (Atchison County),https://www.atchisonglobenow.com/,kansas
Basehor Record,http://recordnews.com/,kansas
Belleville Belleville Telescope,https://www.thebellevilletelescope.com/,kansas
Burlington Coffey County Republican,https://www.coffeycountyonline.com/,kansas
Cheney Times-Sentinel,https://www.tsnews.com/,kansas
Clay Center Clay Center Dispatch,https://www.ccenterdispatch.com/,kansas
Colby Colby Free Press,http://www.nwkansas.com/,kansas
Concordia Blade-Empire,https://www.bladeempire.com/,kansas
Derby Derby Informer,https://www.derbyinformer.com/,kansas
Desoto Explorer,http://www.desotoexplorer.com/,kansas
Ellsworth Ellsworth County Independent Reporter,https://www.indyrepnews.com/,kansas
Eureka Eureka Herald,https://www.eurekaherald.com/,kansas
Greensburg Kiowa County Signal,https://www.kiowacountysignal.com/,kansas
Hiawatha Hiawatha World,https://www.hiawathaworldonline.com/,kansas
Hillsboro Hillsboro Free Press,https://www.hillsborofreepress.com/,kansas
Hillsboro Hillsboro Star Journal,https://www.starj.com/,kansas
Holton Holton Recorder,https://www.holtonrecorder.net/,kansas
Kansas City Kansas City Star,https://www.kansascity.com/,kansas
Kansas City Leaven,http://theleaven.org/,kansas
Marion Marion County Record,https://www.marionrecord.com/,kansas
Olathe Best Times Serving Johnson county's older adults.,https://www.jocogov.org/best-times,kansas
Tonganoxie Mirror,https://www.tonganoxiemirror.com/,kansas
Valley Center Ark Valley NewsProviding news and information for Valley Center and north Sedgwick County.,http://www.arkvalleynews.com/,kansas
Wichita Wichita Eagle,https://www.kansas.com/,kansas
Baker Orange (Baker University),https://thebakerorange.com/,kansas
Bulletin Online (Emporia State University),https://www.esubulletin.com/,kansas
Kansan (University of Kansas),https://www.kansan.com/,kansas
Circuit,https://bcstudentnews.com/,kansas
Kansas Press Association,https://kspress.com/,kansas
Ashland Independent (Boyd County),https://www.dailyindependent.com/,kentucky
Bowling Green Daily News (Warren County),https://www.bgdailynews.com/,kentucky
Corbin Times-Tribune (Whitley County),https://www.thetimestribune.com/,kentucky
"Danville Advocate-Messenger (Boyle County)Danville based daily afternoon newspaper. The newspaper was founded in 1865. The Advocate-Messenger serving Boyle, Casey, Lincoln, Garrard, and Mercer counties.",https://www.amnews.com/,kentucky
Elizabethtown News-Enterprise (Hardin County),https://www.thenewsenterprise.com/,kentucky
Frankfort State Journal (Franklin County),https://www.state-journal.com/,kentucky
Harlan Harlan Daily Enterprise (Harlan County),https://www.harlanenterprise.net/,kentucky
"Henderson Gleaner (Henderson County)Daily newspaper published in Henderson, Kentucky.",https://www.thegleaner.com/,kentucky
"Hopkinsville Kentucky New EraLeading daily newspaper published and distributed in Christian County, Kentucky.",https://www.kentuckynewera.com/,kentucky
Lexington Lexington Herald-Leader (Fayette County)One of the most widely circulated newspapers in Kentucky.,https://www.kentucky.com/,kentucky
Middlesboro Daily News (Bell County),https://www.middlesboronews.com/,kentucky
Madisonville Messenger (Hopkins County),https://www.the-messenger.com/,kentucky
Maysville Ledger-Independent (Mason County),https://maysville-online.com/,kentucky
Murray Ledger & Times (Calloway County),https://www.murrayledger.com/,kentucky
Owensboro Messenger-Inquirer (Daviess County),https://www.messenger-inquirer.com/,kentucky
Paducah Paducah Sun (McCracken County),https://www.paducahsun.com/,kentucky
Paducah West Kentucky Star,https://westkentuckystar.com/,kentucky
Richmond Richmond Register (Madison County),https://www.richmondregister.com/,kentucky
Somerset Commonwealth Journal (Pulaski CountyMorning daily newspaper serving Pulaski County.,https://www.somerset-kentucky.com/,kentucky
Albany Clinton County News,http://clintonnews.net/,kentucky
Barbourville Mountain Advocate (Knox County),https://www.nolangroupmedia.com/mountain_advocate/,kentucky
Bardstown Kentucky Standard ( Nelson County),https://www.pmg-ky2.com/kystandard/,kentucky
Bardwell Carlisle County News,http://www.ky-news.com,kentucky
Bedford Trimble Banner (Trimble County),https://www.madisoncourier.com/trimble_banner/,kentucky
Brooksville Bracken County News,https://thebrackencountynews.com/,kentucky
Burkesville Cumberland County News,https://www.cumberlandcountynewspaper.com/,kentucky
Calhoun McLean County News,https://www.messenger-inquirer.com/mclean_county/,kentucky
Campbellsville Central Ky News-Journal,https://www.pmg-ky2.com/cknj/,kentucky
Carrollton News Democrat (Carroll County),https://www.madisoncourier.com/carroll_news_democrat/,kentucky
Central City Leader News (Muhlenberg County),https://ky-leadernews.com/,kentucky
Clinton City Hickman County Times,https://www.risnerweb.com/,kentucky
Columbia Adair Progress (Adair County),https://www.adairprogress.com/,kentucky
Corbin News Journal,https://www.thenewsjournal.net/,kentucky
Cynthiana Democrat (Harrison County),https://www.pmg-ky3.com/cynthiana/,kentucky
Dawson Springs Progress (Hopkins County),https://www.the-messenger.com/dawson_springs_progress/,kentucky
Dry Ridge Grant County News,https://www.pmg-ky3.com/grantco/,kentucky
Eminence Henry County Local,https://www.pmg-ky1.com/henry_county_local/,kentucky
Falmouth Falmouth Outlook (Pendleton County),https://www.falmouthoutlook.com/,kentucky
Franklin Franklin Favorite (Simpson County),https://www.franklinfavorite.com/,kentucky
Georgetown News-Graphic (Scott County),https://www.news-graphic.com/,kentucky
Greensburg Record-Herald (Green County),https://www.record-herald.com/,kentucky
Harrodsburg Harrodsburg Herald (Mercer County),https://www.harrodsburgherald.com/,kentucky
Hartford Ohio County Times-News,https://www.octimesnews.com/,kentucky
Hawesville Hancock Clarion (Hancock County),https://www.hancockclarion.com/,kentucky
Hazard Hazard Herald (Perry County),https://www.hazard-herald.com/,kentucky
Hindman Troublesome Creek Times (Knott County),https://www.troublesomecreektimes.com/,kentucky
Hodgenville LaRue County Herald News,https://www.pmg-ky2.com/larue/,kentucky
Irvine Estill County Tribune,https://www.estilltribune.com/,kentucky
Jackson Jackson Times-Voice,https://www.nolangroupmedia.com/jackson_times_voice/,kentucky
LaGrange Oldham Era (Oldham County),https://www.pmg-ky1.com/oldham_era/,kentucky
Lancaster Garrard Central Record (Garrard County),https://garrardcentralrecord.com/,kentucky
"Lawrenceburg Anderson News (Anderson County)Weekly newspaper serving Lawrenceburg, KY and the surrounding areas. The newspaper was established in 1877.",https://www.pmg-ky1.com/the_anderson_news/,kentucky
Lebanon Lebanon Enterprise (Marion County),https://www.pmg-ky2.com/lebanon/,kentucky
Leitchfield Grayson County News,https://www.messenger-inquirer.com/grayson_county/,kentucky
Lexington Business Lexington,https://smileypete.com/business,kentucky
Liberty Casey County News,https://www.pmg-ky2.com/casey/,kentucky
London Sentinel Echo (Laurel County),https://www.sentinel-echo.com/,kentucky
Manchester Manchester Enterprise (Clay County),https://www.nolangroupmedia.com/manchester_enterprise/,kentucky
Sterling Advocate (Montgomery County),http://www.msadvocate.com/,kentucky
Owenton News Herald (Owen County),https://www.pmg-ky3.com/owenton/,kentucky
Paducah Livingston Ledger (Livingston County),https://www.ky-news.com/,kentucky
Paintsville Herald (Johnson County),https://www.paintsvilleherald.com/,kentucky
Pikeville Appalachian News-Express (Pike County),https://www.news-expressky.com/,kentucky
Prestonsburg Floyd County Times,https://www.floydct.com/,kentucky
Princeton Times Leader (Caldwell County),https://www.timesleader.net/,kentucky
Providence ‎Journal Enterprise,https://www.journalenterprise.com/,kentucky
Russell Springs County News-Register (Russell County),https://www.russellcountynewspapers.com/,kentucky
Russellville News Democrat & Leader (Logan County),https://www.franklinfavorite.com/russellville/,kentucky
Salyersville Independent (Magoffin County),https://salyersvilleindependent.com/,kentucky
Scottsville Citizen-Times (Allen County),https://www.thecitizen-times.com,kentucky
Sebree Sebree Banner (Webster County),https://www.cpcnewspapers.com,kentucky
Shelbyville Sentinel-News (Shelby County),https://www.pmg-ky1.com/sentinel_news/,kentucky
Shepherdsville Pioneer News (Bullitt County),https://www.pmg-ky1.com/pioneer_news/,kentucky
Springfield Sun (Washington County),https://www.pmg-ky2.com/springfield/,kentucky
Taylorsville Spencer Magnet ( Spencer County),https://www.pmg-ky1.com/spencer_magnet/,kentucky
Tompkinsville Tompkinsville News (Monroe County),https://www.tompkinsvillenews.com/,kentucky
Vanceburg Lewis County Herald,https://www.lewiscountyherald.com/,kentucky
Versailles Woodford Sun (Woodford County),https://www.woodfordsun.com/,kentucky
Warsaw Gallatin County News,https://www.thegallatincountynews.com/,kentucky
Whitesburg Mountain Eagle (Letcher County),https://www.themountaineagle.com/,kentucky
Whitley City McCreary Voice,https://www.themccrearyvoice.com/,kentucky
Bowling Green College Heights Herald (Western Kentucky University),https://wkuherald.com/,kentucky
Highland Heights Northerner (Northern Kentucky University,https://www.thenortherner.com/,kentucky
Lexington Kentucky Kernel (University of Kentucky,https://kykernel.com/,kentucky
Morehead Trail Blazer,https://www.trailblazeronline.net/,kentucky
Murray Murray State News (Murray State University),https://murraystatenews.org/,kentucky
Wilmore Asbury Collegian,https://www.theasburycollegian.com/,kentucky
Kentucky Press Association,https://www.kypress.com/,kentucky
Alexandria Town Talk,https://www.thetowntalk.com/,louisiana
Baton Rouge AdvocateOne of the most widely circulated newspapers in Louisiana.,https://www.theadvocate.com/,louisiana
DeRidder Beauregard News,https://www.beauregardnews.com/,louisiana
Franklin Franklin Banner-Tribune,https://www.stmarynow.com/,louisiana
"Hammond StarDaily newspaper published in Hammond, Louisiana.",https://www.hammondstar.com/,louisiana
"Houma TodayDaily newspaper published in Houma, LA.",https://www.houmatoday.com/,louisiana
"Lafayette AdvertiserDaily newspaper serving Acadia, Iberia, Lafayette, St. Landry, St. Martin, and Vermilion.",https://www.theadvertiser.com/,louisiana
Lake Charles American Press,https://www.americanpress.com/,louisiana
Minden Press-Herald,https://press-herald.com/,louisiana
"Monroe News-StarDaily newspaper published in Ouachita Parish, Louisiana.",https://www.thenewsstar.com/news/,louisiana
Natchitoches Times,https://www.natchitochestimes.com/,louisiana
New Iberia Iberian,https://www.thedailyiberian.com/,louisiana
Opelousas World,https://www.dailyworld.com/,louisiana
"Shreveport TimesDaily newspaper published in Shreveport, The Times serving four parishes in northwest Louisiana.",https://www.shreveporttimes.com/,louisiana
Thibodaux CometDaily broadsheet newspaper in Thibodaux.,https://www.dailycomet.com/,louisiana
Abbeville Abbeville Meridional,https://www.vermiliontoday.com/,louisiana
Alexandria Baptist Message,https://www.baptistmessage.com/,louisiana
Arabi St. Bernard Voice,https://www.thestbernardvoice.com/,louisiana
Basile Basile Weekly,https://www.evangelinetoday.com/,louisiana
Baton Rouge Business Report,https://www.businessreport.com/,louisiana
Baton Rouge Central City News,https://centralcitynews.us/,louisiana
Baton Rouge Psychology Times,https://thepsychologytimes.com/,louisiana
Belle Chasse Plaquemines Gazette,https://www.plaqueminesgazette.com/,louisiana
Bogalusa Daily News,https://www.bogalusadailynews.com/,louisiana
Bossier City Press-Tribune,https://bossierpress.com/,louisiana
Boutte St. Charles Herald-Guide,https://www.heraldguide.com/,louisiana
Bunkie Bunkie Record,https://www.avoyellestoday.com/,louisiana
Central Central City News,https://www.centralcitynews.net/,louisiana
Crowley ‎Crowley Post-Signal,https://www.crowleypostsignal.com/,louisiana
Denham Springs Livingston Parish News,https://www.livingstonparishnews.com/,louisiana
DeQuincy DeQuincy News,https://www.dequincynews.com/,louisiana
Donaldsonville Donaldsonville Chief,https://www.donaldsonvillechief.com/,louisiana
Eunice Eunice News,https://www.eunicetoday.com/,louisiana
Ferriday Concordia Sentinel,https://www.hannapub.com/concordiasentinel/,louisiana
Gonzales Weekly Citizen,https://www.weeklycitizen.com/,louisiana
Gueydan Gueydan Journal,https://www.gueydantoday.com/,louisiana
Houma Times of Houma Thibodaux,https://www.houmatimes.com/,louisiana
Jena Jena Times,https://www.thejenatimes.net/,louisiana
Jennings Jennings Daily News,https://www.jenningsdailynews.net/,louisiana
Kaplan Kaplan Herald‎,https://www.kaplantoday.com/,louisiana
Lafayette Independent,https://theind.com/,louisiana
LaPlace L'Observateur,https://www.lobservateur.com/,louisiana
LaRose Lafourche Gazette,https://www.lafourchegazette.com/,louisiana
Leesville Leader,https://www.theleesvilleleader.com/,louisiana
Many Sabine Index,https://www.sabinetoday.com/,louisiana
Monroe Hawkeye,https://ulmhawkeyeonline.com/,louisiana
New Iberia Acadiana LifeStyle,https://www.thedailyiberian.com/acadiana-lifestyle/,louisiana
Pierre Part Bayou Journal,https://www.bayoujournal.com/,louisiana
Plaquemine Plaquemine Post South,https://www.postsouth.com/,louisiana
Port Allen West Side Journal,https://www.thewestsidejournal.com/,louisiana
Rayville Richland Beacon News,https://www.richlandtoday.com/,louisiana
Ruston Ruston Daily Leader,https://www.rustonleader.com/,louisiana
St. Martinville Teche News,https://www.techetoday.com/,louisiana
Shreveport The Best of Times,https://www.thebestoftimesnews.com/,louisiana
Shreveport Inquisitor,https://www.theinquisitor.com/,louisiana
West Monroe Ouachita Citizen,https://www.hannapub.com/ouachitacitizen/,louisiana
Winnfield Winn Parish Enterprise,https://www.winnparishenterprise.com/,louisiana
Winnsboro Franklin Sun,https://www.hannapub.com/franklinsun/,louisiana
Daily ReveilleLouisiana State University's Student newspaper.,https://www.lsureveille.com/,louisiana
Maroon (Loyola University New Orleans),https://loyolamaroon.com/,louisiana
Nicholls Worth (Nicholls State University),https://thenichollsworth.com/,louisiana
Lion's Roar (Southeastern Louisiana University),https://lionsroarnews.com/,louisiana
Southern Digest (Southern University),https://www.southerndigest.com/,louisiana
Tulane Hullabaloo,https://tulanehullabaloo.com/,louisiana
Louisiana Press Association,https://www.lapress.com/,louisiana
Augusta Kennebec JournalDaily morning newspaper was founded in 1825. The Kennebec Journal is one of the oldest newspapers in Maine.,https://www.centralmaine.com/,maine
Bangor Bangor Daily News,https://www.bangordailynews.com/,maine
Brunswick Times RecordServing the communities of mid coast Maine and beyond.,https://www.pressherald.com/times-record/,maine
Lewiston Sun-Journal (Androscoggin County),https://www.sunjournal.com/,maine
Portland Portland Press Herald,https://www.pressherald.com/,maine
Auburn Twin City Times,https://twincitytimes.com/,maine
Bangor Maine Edge,https://www.themaineedge.com/,maine
Bar Harbor Mount Desert Islander (Hancock County),https://www.mdislander.com/,maine
Belfast Republican Journal (Waldo County),https://waldo.villagesoup.com/,maine
Bethel Bethel Citizen,https://www.sunjournal.com/weeklies/the-bethel-citizen/,maine
Blue Hill Weekly Packet,https://weeklypacket.com/,maine
Boothbay Boothbay Register (Lincoln County),https://www.boothbayregister.com/,maine
Bridgton Bridgton News (Cumberland County),http://www.bridgton.com/,maine
Bucksport Bucksport Enterprise,https://www.bucksportenterprise.com/,maine
Cape Elizabeth Cape Courier,https://capecourier.com/,maine
Caribou Aroostook Republican (Aroostook County),https://thecounty.me/,maine
Castine Castine Patriot (Hancock County),https://castinepatriot.com/,maine
Dexter Eastern Gazette community newspaper,http://www.easterngazette.com/,maine
Eastport Quoddy TidesPublished 2nd and 4th Fridays of each month.,https://quoddytides.com/,maine
Ellsworth Ellsworth American (Hancock County),https://www.ellsworthamerican.com/,maine
Falmouth ForecasterServing southern Maine from Scarborough to Bath.,https://www.pressherald.com/forecaster/,maine
Farmington Livermore Falls Advertiser,https://www.sunjournal.com/weeklies/livermore-falls-advertiser/,maine
Farmington Franklin Journal,https://www.sunjournal.com/weeklies/the-franklin-journal/,maine
Fort Kent Fiddlehead Focus (Aroostook County)Serving Greater Fort Kent and the Greater Madawaska areas of the St. John Valley in Aroostook County.,https://fiddleheadfocus.com/,maine
Gorham Gorham TimesPublished every other Thursday.,https://www.gorhamtimes.com/,maine
Kennebunk York County Coast Star,https://www.seacoastonline.com/york-star/,maine
Kingfield Irregular (Franklin County),https://www.theirregular.com/,maine
Machias Machias Valley News Observer (Washington County),https://www.machiasnews.com/,maine
Milo Three Rivers Community,https://www.threeriverscommunity.me/,maine
Newcastle Lincoln News,https://lcnme.com/,maine
Newport Rolling Thunder Express,https://www.rollingthunderexpress.com/,maine
Norway Advertiser Democrat (Oxford County),https://www.sunjournal.com/weeklies/advertiser-democrat/,maine
Old Town Penobscot Times,https://www.sunjournal.com/weeklies/the-penobscot-times/,maine
Portland Mainebiz,https://www.mainebiz.biz/,maine
"Rockland Free Press, (Knox County)",https://freepressonline.com/,maine
Rockland Courier-Gazette (Knox County),https://knox.villagesoup.com/,maine
Rumford Rumford Falls Times,https://www.sunjournal.com/weeklies/rumford-falls-times/,maine
Stonington Penobscot Bay Press,https://penobscotbaypress.com/,maine
Stonington Island Ad-Vantages (Hancock County),https://islandadvantages.com/,maine
Waterboro Reporter,https://www.waterbororeporter.com/,maine
Wiscasset Wiscasset NewspaperServing Lincoln County and its neighboring communities.,https://www.wiscassetnewspaper.com/,maine
